Date,Close/Last,Volume,Open,High,Low
05/01/2025,$182.89,7322871,$182.85,$184.75,$182.03
04/30/2025,$183.24,6266805,$178.47,$183.79,$177.63
04/29/2025,$182.00,6795042,$182.52,$184.25,$181.20
04/28/2025,$182.30,9302600,$182.75,$184.53,$180.75
04/25/2025,$177.95,7644173,$176.50,$180.325,$175.86
04/24/2025,$176.26,10984170,$171.20,$177.40,$169.00
04/23/2025,$172.37,16264680,$174.00,$176.58,$169.91
04/22/2025,$162.52,9147290,$162.50,$163.09,$158.50
04/21/2025,$159.34,5703810,$160.00,$160.00,$156.47
04/17/2025,$161.90,9227259,$157.13,$163.90,$157.00
04/16/2025,$156.47,6809550,$154.365,$157.6589,$153.545
04/15/2025,$155.52,11541120,$155.275,$159.1201,$155.275
04/14/2025,$159.28,7288736,$159.82,$162.55,$157.6001
04/11/2025,$156.84,8810699,$154.62,$157.59,$152.00
04/10/2025,$155.52,10374980,$154.98,$157.345,$149.41
04/09/2025,$160.82,16775250,$138.845,$162.43,$137.9431
04/08/2025,$139.39,14527900,$146.85,$147.77,$137.40
04/07/2025,$138.86,18825030,$132.05,$143.9722,$128.8801
04/04/2025,$136.59,22281990,$143.30,$146.00,$132.79
04/03/2025,$150.91,15877380,$160.00,$160.21,$150.41
04/02/2025,$168.56,5826557,$166.40,$170.38,$165.55
04/01/2025,$168.17,8252833,$170.00,$170.975,$164.2191
03/31/2025,$170.55,7477456,$170.65,$172.2099,$166.792
03/28/2025,$173.31,8211108,$177.75,$178.50,$172.45
03/27/2025,$179.11,4788639,$178.53,$182.22,$178.0334
03/26/2025,$178.55,6633607,$182.525,$183.2278,$177.28
03/25/2025,$182.59,7174436,$182.16,$183.85,$180.36
03/24/2025,$180.90,9986066,$182.03,$184.40,$180.4411
03/21/2025,$178.11,26802360,$172.06,$183.46,$170.77
03/20/2025,$172.83,4934361,$171.14,$173.10,$170.31
03/19/2025,$172.62,14114840,$165.32,$174.20,$165.00
03/18/2025,$161.57,4195165,$161.44,$162.23,$158.79
03/17/2025,$161.85,5602688,$160.50,$162.77,$159.6235
03/14/2025,$161.81,5215140,$160.915,$162.32,$159.2001
03/13/2025,$159.32,5701556,$159.22,$161.74,$157.25
03/12/2025,$158.80,8706890,$157.00,$159.54,$153.6113
03/11/2025,$154.06,10030550,$148.00,$155.01,$145.45
03/10/2025,$148.15,10203960,$150.03,$150.39,$146.30
03/07/2025,$154.18,12526700,$157.19,$158.36,$149.05
03/06/2025,$158.43,6892570,$161.42,$162.69,$157.94
03/05/2025,$163.16,7355750,$159.96,$164.33,$158.81
03/04/2025,$158.90,15870220,$167.37,$168.38,$156.69
03/03/2025,$170.06,6045578,$177.02,$178.40,$169.46
02/28/2025,$174.63,5803347,$174.36,$176.30,$173.4811
02/27/2025,$173.83,4695248,$174.52,$177.15,$173.59
02/26/2025,$173.04,7111736,$179.49,$179.49,$171.83
02/25/2025,$178.27,5613880,$180.45,$181.88,$176.34
02/24/2025,$179.91,8392903,$177.475,$183.04,$176.55
02/21/2025,$177.15,8980339,$181.28,$182.20,$174.71
02/20/2025,$180.88,7863048,$185.58,$185.80,$180.11
02/19/2025,$186.15,7264764,$185.31,$187.2299,$181.83
02/18/2025,$184.97,6929627,$185.68,$188.66,$184.22
02/14/2025,$184.42,5044712,$186.75,$186.82,$183.575
02/13/2025,$185.44,6846329,$187.00,$188.24,$185.09
02/12/2025,$186.25,7686842,$178.34,$186.27,$178.25
02/11/2025,$180.44,4366651,$179.78,$182.14,$177.60
02/10/2025,$180.55,3989106,$183.12,$183.55,$179.90
02/07/2025,$181.49,5392310,$185.26,$186.1087,$180.93
02/06/2025,$184.80,6919404,$182.00,$185.85,$182.00
02/05/2025,$181.84,7430431,$176.00,$181.86,$175.505
02/04/2025,$176.23,4503584,$176.90,$177.45,$174.25
02/03/2025,$175.87,6501722,$174.11,$178.20,$173.1277
01/31/2025,$176.52,6116155,$180.51,$181.78,$175.74
01/30/2025,$179.53,6996317,$174.59,$179.94,$173.7218
01/29/2025,$173.66,12263460,$179.125,$182.55,$170.65
01/28/2025,$177.78,22768850,$181.31,$188.48,$174.02
01/27/2025,$175.16,7148613,$175.55,$178.18,$174.40
01/24/2025,$176.06,9304227,$176.00,$180.43,$174.365
01/23/2025,$178.50,7097348,$174.01,$178.6699,$173.75
01/22/2025,$174.80,5134446,$175.29,$176.23,$173.88
01/21/2025,$175.56,8755311,$172.38,$177.09,$171.9321
01/17/2025,$171.09,9557133,$169.795,$171.77,$169.45
01/16/2025,$168.93,5812341,$166.79,$170.6399,$166.57
01/15/2025,$166.20,6451034,$169.01,$169.99,$165.9701
01/14/2025,$167.02,7966857,$171.37,$171.88,$164.62
01/13/2025,$170.57,6049552,$171.18,$172.50,$167.91
01/10/2025,$172.00,7556765,$171.49,$173.535,$167.41
01/08/2025,$171.76,5108711,$171.15,$173.78,$169.61
01/07/2025,$172.51,7045017,$171.165,$175.02,$170.80
01/06/2025,$170.78,11133430,$173.50,$173.9442,$170.19
01/03/2025,$169.90,10513770,$171.40,$173.98,$169.80
01/02/2025,$171.87,12449950,$178.31,$179.19,$169.82
12/31/2024,$177.00,9748554,$177.54,$179.3499,$175.82
12/30/2024,$176.55,18082310,$173.72,$178.17,$170.15
12/27/2024,$180.72,6806925,$180.01,$181.43,$179.40
12/26/2024,$180.38,5917678,$178.98,$182.57,$178.33
12/24/2024,$179.34,4316969,$177.69,$180.95,$177.50
12/23/2024,$177.69,8486421,$178.12,$179.65,$174.2901
12/20/2024,$177.35,23233670,$176.86,$182.00,$175.31
12/19/2024,$177.04,14777070,$175.00,$179.5788,$173.72
12/18/2024,$172.62,15437180,$173.28,$177.94,$171.002
12/17/2024,$173.03,13557080,$173.04,$175.7866,$171.71
12/16/2024,$173.17,13050710,$168.09,$175.20,$166.10
12/13/2024,$169.65,9754901,$168.00,$170.43,$166.33
12/12/2024,$167.75,10617740,$168.23,$168.82,$165.6501
12/11/2024,$165.96,13116630,$165.52,$169.30,$164.381
12/10/2024,$164.10,17149190,$160.00,$166.68,$159.42
12/09/2024,$157.04,13540020,$154.27,$161.95,$154.27
12/06/2024,$153.93,8182668,$157.03,$158.9533,$153.37
12/05/2024,$156.67,7119832,$158.50,$160.02,$156.0475
12/04/2024,$158.28,9269316,$155.88,$160.20,$154.21
12/03/2024,$155.00,6130313,$156.00,$156.6486,$154.42
12/02/2024,$156.54,10097910,$155.91,$160.35,$155.70
11/29/2024,$155.44,7100090,$153.00,$157.5025,$152.85
11/27/2024,$152.40,5210147,$151.11,$152.91,$150.25
11/26/2024,$150.76,8234985,$152.50,$153.1398,$149.80
11/25/2024,$153.10,11479410,$150.70,$153.28,$150.26
11/22/2024,$149.29,13353080,$143.61,$150.339,$143.49
11/21/2024,$143.41,7845135,$146.39,$146.42,$141.34
11/20/2024,$146.08,9232114,$146.04,$147.30,$145.0201
11/19/2024,$145.60,8247289,$143.00,$145.99,$142.6901
11/18/2024,$143.87,12259930,$140.255,$144.69,$138.20
11/15/2024,$140.19,12120100,$138.14,$140.3247,$137.03
11/14/2024,$138.14,15646710,$140.80,$141.55,$137.22
